YYMMDDHHMI(KST),STN(ID),TA(C),WD(deg),WS(m/s),RN_DAY(mm),RN_HR1(mm),HM(%),PA(hPa),PS(hPa)
201807270500,114,26.1,106.1,0.7,0.0,0.0,78.7,990.7,1007.4
201807270600,114,26.4,38.5,0.1,0.0,0.0,79.9,990.8,1007.5
201807270700,114,26.6,35.9,0.7,0.0,0.0,80.6,991.3,1008.0
201807270800,114,28.0,56.2,0.6,0.0,0.0,73.2,991.5,1008.1
201807270900,114,29.1,260.8,0.6,0.0,0.0,68.9,991.5,1008.0
201807271000,114,30.8,267.5,1.1,0.0,0.0,59.9,990.9,1007.4
201807271100,114,32.1,257.6,1.4,0.0,0.0,57.6,990.7,1007.1
201807271200,114,33.9,230.1,1.5,0.0,0.0,47.8,990.2,1006.5
201807271300,114,34.5,242.0,1.4,0.0,0.0,43.9,989.7,1005.9
201807271400,114,35.8,290.9,2.2,0.0,0.0,42.3,989.2,1005.4
201807271500,114,35.1,271.7,1.7,0.0,0.0,45.1,988.8,1005.0
201807271600,114,35.0,243.9,2.5,0.0,0.0,44.6,988.4,1004.6
201807271700,114,34.9,247.3,2.4,0.0,0.0,45.8,987.8,1004.0
201807271800,114,34.4,274.7,1.9,0.0,0.0,48.9,987.7,1003.9
201807271900,114,33.5,297.9,1.8,0.0,0.0,54.0,988.1,1004.4
201807272000,114,32.2,232.0,1.5,0.0,0.0,60.4,988.4,1004.8
201807272100,114,31.5,229.4,1.4,0.0,0.0,63.2,989.4,1005.8
201807272200,114,30.8,222.5,0.8,0.0,0.0,65.5,989.6,1006.1
201807272300,114,30.2,110.0,1.0,0.0,0.0,67.7,989.8,1006.3
201807280000,114,29.7,244.9,0.6,0.0,0.0,69.6,990.0,1006.5
201807280100,114,29.2,275.5,0.1,0.0,0.0,72.5,989.9,1006.4
201807280200,114,28.8,128.2,0.6,0.0,0.0,74.4,989.8,1006.3
201807280300,114,28.2,99.3,0.9,0.0,0.0,74.3,989.5,1006.0
201807280400,114,27.7,36.0,1.3,0.0,0.0,80.4,989.5,1006.1
201807280500,114,27.5,102.6,0.1,0.0,0.0,81.0,989.6,1006.2
201807280600,114,27.4,32.9,1.3,0.0,0.0,80.8,990.1,1006.7
201807280700,114,28.1,342.1,0.3,0.0,0.0,77.9,990.2,1006.8
201807280800,114,28.9,340.1,0.7,0.0,0.0,73.8,990.3,1006.8
201807280900,114,30.3,323.8,0.6,0.0,0.0,67.4,990.3,1006.8
201807281000,114,30.4,343.4,1.2,0.0,0.0,65.3,990.1,1006.6
201807281100,114,31.2,255.2,0.5,0.0,0.0,61.3,989.7,1006.1
201807281200,114,33.2,117.3,1.2,0.0,0.0,52.5,989.1,1005.4
201807281300,114,34.9,357.3,1.5,0.0,0.0,44.7,988.5,1004.7
201807281400,114,34.0,196.7,1.8,0.0,0.0,50.4,987.9,1004.1
201807281500,114,30.2,239.2,2.8,0.8,0.8,70.2,987.7,1004.2
201807281600,114,30.3,270.4,1.1,0.8,0.0,72.8,987.3,1003.7
201807281700,114,31.0,95.8,0.5,0.8,0.0,67.6,987.3,1003.7
201807281800,114,30.1,212.7,0.7,0.8,0.0,75.7,987.3,1003.8
201807281900,114,30.0,249.6,1.2,0.8,0.0,72.8,988.0,1004.5
201807282000,114,29.3,199.1,0.7,0.8,0.0,75.9,988.5,1004.9
201807282100,114,28.6,133.6,0.8,0.8,0.0,70.0,988.3,1004.8
201807282200,114,29.5,359.4,1.9,0.8,0.0,59.2,989.1,1005.5
201807282300,114,28.1,39.8,0.5,0.8,0.0,66.5,988.5,1005.0
201807290000,114,28.1,12.7,1.2,0.8,0.0,62.3,988.4,1004.9
201807290100,114,26.0,110.7,1.0,0.0,0.0,73.5,988.3,1005.0
201807290200,114,25.7,125.7,0.7,0.0,0.0,73.3,988.3,1005.0
201807290300,114,25.3,109.7,0.4,0.0,0.0,74.3,988.3,1005.0
201807290400,114,25.0,286.3,0.2,0.0,0.0,77.7,988.0,1004.8
201807290500,114,24.4,121.9,0.6,0.0,0.0,78.0,988.0,1004.7
201807290600,114,24.4,79.8,0.1,0.0,0.0,78.4,987.9,1004.6
201807290700,114,25.5,79.6,0.7,0.0,0.0,75.5,988.1,1004.8
201807290800,114,27.7,37.0,1.4,0.0,0.0,66.3,987.8,1004.4
201807290900,114,29.9,62.5,1.5,0.0,0.0,57.0,987.4,1003.9
201807291000,114,31.0,17.3,2.4,0.0,0.0,50.5,987.2,1003.6
201807291100,114,33.4,57.0,3.4,0.0,0.0,38.4,986.7,1003.0
201807291200,114,33.7,28.5,3.5,0.0,0.0,37.6,986.3,1002.5
201807291300,114,33.0,30.0,3.5,0.0,0.0,39.2,986.3,1002.6
201807291400,114,33.0,28.9,4.3,0.0,0.0,40.0,986.2,1002.5
201807291500,114,33.4,30.2,4.3,0.0,0.0,38.4,985.7,1001.9
201807291600,114,32.9,29.4,4.8,0.0,0.0,36.6,985.6,1001.9
201807291700,114,32.8,27.6,4.6,0.0,0.0,31.8,985.7,1002.0
201807291800,114,31.2,35.7,3.2,0.0,0.0,37.1,985.8,1002.2
201807291900,114,29.6,21.4,3.2,0.0,0.0,47.4,986.3,1002.7
201807292000,114,28.8,27.0,2.5,0.0,0.0,52.3,986.5,1002.9
201807292100,114,28.7,23.5,2.7,0.0,0.0,53.4,986.7,1003.2
201807292200,114,28.4,34.2,1.4,0.0,0.0,54.8,987.1,1003.6
201807292300,114,28.1,28.9,1.3,0.0,0.0,57.7,987.1,1003.6
201807300000,114,27.4,12.7,2.3,0.0,0.0,60.5,986.8,1003.4
201807300100,114,26.9,51.7,1.3,0.0,0.0,62.3,986.7,1003.3
201807300200,114,26.3,306.5,0.7,0.0,0.0,64.9,986.8,1003.4
201807300300,114,25.8,132.4,0.7,0.0,0.0,68.3,986.9,1003.6
201807300400,114,25.5,309.5,0.4,0.0,0.0,69.8,986.7,1003.4
201807300500,114,25.1,175.6,0.1,0.0,0.0,72.1,986.9,1003.6
201807300600,114,24.9,193.5,0.1,0.0,0.0,73.5,987.3,1004.1
201807300700,114,26.4,113.8,0.5,0.0,0.0,68.2,987.6,1004.2
201807300800,114,28.4,58.6,0.8,0.0,0.0,61.8,988.0,1004.5
201807300900,114,30.3,116.9,1.2,0.0,0.0,53.6,987.9,1004.4
201807301000,114,32.5,82.0,2.7,0.0,0.0,44.1,987.7,1004.0
201807301100,114,33.9,82.5,3.0,0.0,0.0,39.5,987.6,1003.8
201807301200,114,33.4,141.2,1.6,0.0,0.0,39.4,987.4,1003.7
201807301300,114,33.5,162.7,1.3,0.0,0.0,38.7,987.0,1003.3
201807301400,114,33.4,226.3,0.9,0.0,0.0,39.4,986.8,1003.1
201807301500,114,33.6,278.6,0.9,0.0,0.0,41.0,986.6,1002.8
201807301600,114,34.0,48.5,1.8,0.0,0.0,38.8,986.2,1002.4
201807301700,114,34.5,60.7,0.8,0.0,0.0,39.0,986.1,1002.3
201807301800,114,34.5,114.7,2.2,0.0,0.0,37.5,986.0,1002.2
201807301900,114,32.7,132.3,1.6,0.0,0.0,42.5,986.5,1002.8
201807302000,114,31.6,147.1,2.3,0.0,0.0,46.2,987.0,1003.4
201807302100,114,30.7,158.1,1.8,0.0,0.0,49.1,987.6,1004.0
201807302200,114,29.8,128.2,1.1,0.0,0.0,50.6,988.2,1004.7
201807302300,114,29.0,115.4,1.6,0.0,0.0,51.8,988.6,1005.1
201807310000,114,28.2,30.6,0.8,0.0,0.0,56.3,988.5,1005.0
201807310100,114,27.1,23.5,0.6,0.0,0.0,59.8,988.7,1005.3
201807310200,114,26.5,25.0,1.0,0.0,0.0,62.2,989.0,1005.7
201807310300,114,25.7,17.7,0.9,0.0,0.0,65.3,989.5,1006.2
201807310400,114,25.1,21.3,2.1,0.0,0.0,67.7,989.3,1006.1
201807310500,114,24.5,37.5,0.7,0.0,0.0,70.8,989.7,1006.4
201807310600,114,24.0,43.1,0.5,0.0,0.0,72.4,989.9,1006.6
201807310700,114,25.4,28.4,0.6,0.0,0.0,65.9,990.0,1006.8
201807310800,114,26.5,28.1,1.2,0.0,0.0,61.2,989.8,1006.5
201807310900,114,28.5,27.1,1.5,0.0,0.0,53.1,989.2,1005.7
201807311000,114,30.7,12.8,1.5,0.0,0.0,44.9,989.2,1005.7
201807311100,114,32.7,2.9,1.3,0.0,0.0,41.2,988.9,1005.2
201807311200,114,34.0,21.0,1.6,0.0,0.0,38.7,988.2,1004.4
201807311300,114,34.5,64.8,1.4,0.0,0.0,37.7,987.4,1003.6
201807311400,114,34.5,223.2,1.2,0.0,0.0,36.3,986.7,1002.9
201807311500,114,35.3,34.5,1.6,0.0,0.0,35.4,986.5,1002.7
201807311600,114,35.9,301.8,1.2,0.0,0.0,34.8,985.9,1002.0
201807311700,114,35.7,288.2,1.2,0.0,0.0,34.5,985.7,1001.8
201807311800,114,35.1,240.9,1.8,0.0,0.0,36.7,985.4,1001.6
201807311900,114,34.3,232.3,1.3,0.0,0.0,40.7,985.5,1001.7
201807312000,114,32.8,230.3,0.8,0.0,0.0,47.1,985.8,1002.1
201807312100,114,30.8,103.4,0.7,0.0,0.0,54.3,986.5,1002.9
201807312200,114,29.9,113.4,0.3,0.0,0.0,56.7,986.9,1003.4
201807312300,114,29.2,93.0,0.3,0.0,0.0,58.8,986.9,1003.3
201808010000,114,28.8,40.2,0.6,0.0,0.0,60.5,987.0,1003.5
201808010100,114,28.1,85.5,0.9,0.0,0.0,63.0,987.1,1003.6
201808010200,114,27.5,35.6,0.6,0.0,0.0,69.7,987.2,1003.8
201808010300,114,26.8,22.6,0.9,0.0,0.0,71.2,987.3,1003.9
201808010400,114,26.0,32.3,0.2,0.0,0.0,75.4,987.2,1003.9
201808010500,114,25.7,46.6,0.5,0.0,0.0,75.0,987.2,1003.9
201808010600,114,25.1,30.7,1.1,0.0,0.0,78.6,987.5,1004.2
201808010700,114,26.2,21.3,0.5,0.0,0.0,73.2,987.7,1004.4
201808010800,114,28.4,21.9,0.7,0.0,0.0,63.4,987.6,1004.1
201808010900,114,30.3,30.4,1.3,0.0,0.0,54.8,987.5,1003.9
201808011000,114,32.2,32.8,1.1,0.0,0.0,47.9,987.3,1003.6
201808011100,114,34.6,30.0,1.8,0.0,0.0,41.0,986.7,1002.9
201808011200,114,34.9,312.2,1.1,0.0,0.0,37.4,986.0,1002.2
201808011300,114,36.4,136.8,0.7,0.0,0.0,35.8,985.5,1001.6
201808011400,114,37.2,297.5,1.9,0.0,0.0,32.4,985.1,1001.1
201808011500,114,38.3,210.6,2.3,0.0,0.0,30.6,984.6,1000.6
201808011600,114,37.5,252.0,2.3,0.0,0.0,35.1,984.5,1000.5
201808011700,114,37.0,245.1,1.8,0.0,0.0,37.4,984.7,1000.7
201808011800,114,36.6,265.9,1.7,0.0,0.0,39.7,984.6,1000.7
201808011900,114,35.7,293.5,0.7,0.0,0.0,42.1,985.1,1001.2
201808012000,114,34.2,115.4,0.8,0.0,0.0,49.6,985.8,1002.0
201808012100,114,32.9,306.0,0.6,0.0,0.0,52.7,986.4,1002.7
201808012200,114,33.7,157.5,2.4,0.0,0.0,42.8,986.9,1003.1
201808012300,114,32.7,203.0,2.0,0.0,0.0,43.4,987.4,1003.7
201808020000,114,31.9,160.5,0.6,0.0,0.0,44.5,987.7,1004.1
201808020100,114,31.0,191.8,1.2,0.0,0.0,48.4,987.6,1004.0
201808020200,114,30.2,139.8,2.1,0.0,0.0,49.0,988.1,1004.6
201808020300,114,29.9,117.1,1.9,0.0,0.0,48.8,988.3,1004.8
201808020400,114,28.7,128.1,0.9,0.0,0.0,54.6,988.5,1005.0
201808020500,114,27.3,292.8,1.3,0.0,0.0,64.9,989.0,1005.6
201808020600,114,27.8,23.6,0.8,0.0,0.0,67.4,989.6,1006.2
201808020700,114,28.1,97.9,1.0,0.0,0.0,59.9,989.8,1006.4
201808020800,114,29.5,14.8,1.1,0.0,0.0,58.3,989.9,1006.4
201808020900,114,31.4,10.5,0.6,0.0,0.0,50.3,990.0,1006.4
201808021000,114,32.7,48.1,1.1,0.0,0.0,43.5,989.8,1006.1
201808021100,114,34.1,65.2,1.0,0.0,0.0,40.3,989.6,1005.9
201808021200,114,34.8,13.1,1.3,0.0,0.0,38.0,989.1,1005.3
201808021300,114,35.6,52.1,1.1,0.0,0.0,38.1,988.6,1004.8
201808021400,114,36.6,303.2,1.7,0.0,0.0,36.1,988.1,1004.2
201808021500,114,37.5,282.1,1.4,0.0,0.0,33.6,987.7,1003.8
201808021600,114,36.9,264.4,1.9,0.0,0.0,34.1,987.5,1003.6
201808021700,114,37.2,280.6,1.3,0.0,0.0,35.4,987.3,1003.4
201808021800,114,35.9,256.7,1.7,0.0,0.0,40.4,987.2,1003.3
201808021900,114,35.0,241.8,1.5,0.0,0.0,43.8,987.7,1003.9
201808022000,114,33.9,200.2,1.1,0.0,0.0,47.0,988.0,1004.2
201808022100,114,32.0,106.0,0.9,0.0,0.0,52.9,988.7,1005.1
201808022200,114,31.5,148.3,0.4,0.0,0.0,54.2,989.1,1005.5
201808022300,114,31.2,147.5,0.3,0.0,0.0,53.8,989.2,1005.6
201808030000,114,30.9,284.4,1.4,0.0,0.0,53.4,989.3,1005.7
201808030100,114,31.2,191.0,1.2,0.0,0.0,52.6,989.3,1005.7
201808030200,114,30.4,175.1,0.6,0.0,0.0,56.2,989.4,1005.9
201808030300,114,28.8,248.2,0.4,0.0,0.0,68.3,989.6,1006.1
201808030400,114,28.1,287.5,0.7,0.0,0.0,67.8,990.1,1006.7
201808030500,114,28.2,149.8,0.3,0.0,0.0,64.0,990.5,1007.1
201808030600,114,27.6,357.0,0.1,0.0,0.0,70.7,991.2,1007.8
201808030700,114,28.3,111.8,1.2,0.0,0.0,63.4,991.5,1008.1
201808030800,114,30.7,67.3,0.6,0.0,0.0,56.9,991.7,1008.2
201808030900,114,31.6,44.4,1.1,0.0,0.0,55.1,991.7,1008.1
201808031000,114,33.2,316.8,1.0,0.0,0.0,49.1,991.6,1007.9
201808031100,114,33.8,49.2,1.5,0.0,0.0,46.9,991.4,1007.7
201808031200,114,34.1,69.9,1.6,0.0,0.0,45.5,990.6,1006.9
201808031300,114,35.5,270.4,1.4,0.0,0.0,42.0,990.1,1006.3
201808031400,114,36.8,228.6,0.9,0.0,0.0,39.1,989.3,1005.4
201808031500,114,36.9,282.2,1.9,0.0,0.0,37.2,989.0,1005.1
201808031600,114,37.2,228.2,1.8,0.0,0.0,37.9,988.6,1004.7
201808031700,114,36.5,242.8,2.0,0.0,0.0,39.1,988.6,1004.7
201808031800,114,35.7,289.0,1.7,0.0,0.0,40.7,988.5,1004.7
201808031900,114,34.9,295.2,1.9,0.0,0.0,44.1,988.8,1005.0
201808032000,114,33.9,204.8,1.2,0.0,0.0,47.1,989.2,1005.5
201808032100,114,32.0,189.3,0.5,0.0,0.0,52.7,989.9,1006.3
201808032200,114,31.6,213.8,0.7,0.0,0.0,54.9,990.4,1006.8
201808032300,114,30.7,230.5,1.5,0.0,0.0,61.5,990.7,1007.2
201808040000,114,30.0,244.7,2.2,0.0,0.0,61.3,991.3,1007.8
201808040100,114,29.6,232.5,0.9,0.0,0.0,62.7,991.4,1007.9
201808040200,114,29.0,230.1,1.3,0.0,0.0,64.4,991.5,1008.0
201808040300,114,29.2,195.6,1.1,0.0,0.0,62.9,991.6,1008.1
201808040400,114,28.9,257.3,0.1,0.0,0.0,63.4,991.6,1008.1
201808040500,114,28.6,254.7,0.5,0.0,0.0,63.9,991.9,1008.5
201808040600,114,28.6,269.9,0.3,0.0,0.0,62.6,991.9,1008.5
201808040700,114,28.9,240.0,0.9,0.0,0.0,61.8,992.3,1008.8
201808040800,114,29.3,234.1,1.4,0.0,0.0,60.1,992.2,1008.7
201808040900,114,30.9,8.9,1.2,0.0,0.0,53.7,991.9,1008.4
201808041000,114,31.1,269.9,1.1,0.0,0.0,53.5,991.8,1008.3
201808041100,114,32.2,278.1,1.2,0.0,0.0,52.2,991.5,1007.9
201808041200,114,32.8,229.6,1.0,0.0,0.0,49.5,990.9,1007.3
201808041300,114,33.8,265.2,1.4,0.0,0.0,44.2,990.1,1006.4
201808041400,114,34.6,226.3,1.9,0.0,0.0,43.7,989.6,1005.8
201808041500,114,35.1,224.0,2.0,0.0,0.0,43.8,989.2,1005.4
201808041600,114,34.4,266.3,2.9,0.0,0.0,44.8,989.2,1005.4
201808041700,114,33.2,282.5,2.5,0.0,0.0,51.4,989.1,1005.4
201808041800,114,32.8,269.8,1.9,0.0,0.0,51.6,989.1,1005.4
201808041900,114,31.9,266.1,1.1,0.0,0.0,55.2,989.4,1005.8
201808042000,114,30.9,246.8,1.6,0.0,0.0,57.6,989.6,1006.0
201808042100,114,29.9,228.9,1.2,0.0,0.0,60.0,990.2,1006.7
201808042200,114,29.1,227.9,1.6,0.0,0.0,60.4,990.5,1007.0
201808042300,114,28.5,223.2,1.1,0.0,0.0,62.5,990.6,1007.1
201808050000,114,28.2,237.4,1.1,0.0,0.0,63.6,990.5,1007.1
201808050100,114,27.4,231.4,1.4,0.0,0.0,66.5,990.4,1007.0
201808050200,114,26.7,221.3,0.6,0.0,0.0,70.9,990.4,1007.1
201808050300,114,26.4,244.1,0.9,0.0,0.0,75.0,990.6,1007.3
201808050400,114,26.2,230.5,1.2,0.0,0.0,78.8,990.8,1007.5
201808050500,114,26.3,219.7,0.7,0.0,0.0,78.6,991.0,1007.7
201808050600,114,25.9,234.1,0.4,0.0,0.0,80.2,991.1,1007.8
201808050700,114,26.3,253.8,0.5,0.0,0.0,78.8,991.3,1008.0
201808050800,114,27.1,257.2,0.1,0.0,0.0,73.4,991.3,1008.0
201808050900,114,27.8,283.4,1.0,0.0,0.0,70.3,991.7,1008.3
201808051000,114,28.4,220.3,1.0,0.0,0.0,67.3,991.3,1007.9
201808051100,114,29.7,211.7,1.0,0.0,0.0,61.7,991.1,1007.6
201808051200,114,31.7,241.8,1.3,0.0,0.0,55.1,990.5,1006.9
201808051300,114,32.3,248.4,2.0,0.0,0.0,53.1,990.0,1006.4
201808051400,114,32.9,252.6,1.9,0.0,0.0,51.1,989.4,1005.7
201808051500,114,33.3,241.9,3.1,0.0,0.0,51.5,988.9,1005.2
201808051600,114,34.0,252.5,2.1,0.0,0.0,48.0,988.7,1005.0
201808051700,114,32.7,261.4,2.0,0.0,0.0,51.6,988.5,1004.8
201808051800,114,32.9,273.8,1.4,0.0,0.0,52.5,988.7,1005.0
201808051900,114,31.4,249.5,1.8,0.0,0.0,58.1,988.8,1005.2
201808052000,114,30.6,250.9,1.9,0.0,0.0,62.1,989.2,1005.7
201808052100,114,30.0,221.0,1.6,0.0,0.0,64.4,989.9,1006.4
201808052200,114,29.3,233.3,1.4,0.0,0.0,66.0,990.3,1006.8
201808052300,114,28.8,224.6,1.2,0.0,0.0,68.1,990.4,1006.9
201808060000,114,28.2,226.7,1.5,0.0,0.0,70.7,990.0,1006.6
201808060100,114,28.0,263.4,0.4,0.0,0.0,72.2,990.1,1006.7
201808060200,114,27.6,236.4,1.0,0.0,0.0,74.2,990.0,1006.6
201808060300,114,27.3,236.9,1.1,0.0,0.0,76.3,989.9,1006.5
201808060400,114,27.2,231.0,0.9,0.0,0.0,78.3,990.1,1006.7
201808060500,114,27.1,216.6,0.6,0.0,0.0,79.5,990.1,1006.7
201808060600,114,27.0,201.4,0.1,0.0,0.0,81.1,990.2,1006.8
201808060700,114,27.1,184.5,0.2,0.0,0.0,80.8,990.5,1007.1
201808060800,114,27.3,228.0,0.7,0.0,0.0,79.6,990.6,1007.2
201808060900,114,27.7,310.1,0.5,0.0,0.0,76.8,990.6,1007.2
201808061000,114,29.0,350.7,1.0,0.0,0.0,71.1,990.7,1007.2
201808061100,114,30.6,91.6,0.6,0.0,0.0,62.9,990.2,1006.7
201808061200,114,32.0,236.1,0.4,0.0,0.0,56.4,990.1,1006.5
201808061300,114,26.0,252.0,2.2,6.3,6.3,84.3,989.6,1006.3
201808061400,114,27.3,286.3,0.6,6.3,0.0,76.0,989.4,1006.0
201808061500,114,28.8,246.8,1.0,6.3,0.0,70.9,989.1,1005.6
201808061600,114,29.7,356.4,0.5,6.3,0.0,65.7,988.6,1005.1
201808061700,114,31.1,277.5,1.5,6.3,0.0,59.1,988.5,1004.9
201808061800,114,30.5,228.3,1.2,6.3,0.0,64.3,988.5,1005.0
201808061900,114,30.3,216.7,1.1,6.3,0.0,64.6,988.9,1005.4
201808062000,114,29.8,120.3,0.9,6.3,0.0,58.4,989.6,1006.1
201808062100,114,29.5,3.7,0.6,6.3,0.0,57.5,990.3,1006.8
201808062200,114,28.2,293.0,0.9,6.3,0.0,64.1,990.5,1007.1
201808062300,114,27.6,12.2,0.7,6.3,0.0,65.1,990.6,1007.2
201808070000,114,27.0,23.7,2.2,6.3,0.0,66.0,990.8,1007.5
201808070100,114,26.5,15.0,1.9,0.0,0.0,66.9,990.8,1007.5
201808070200,114,25.8,29.0,1.6,0.0,0.0,70.0,990.6,1007.3
201808070300,114,25.6,28.9,1.6,0.0,0.0,71.5,990.9,1007.7
201808070400,114,25.3,313.6,0.3,0.0,0.0,73.8,991.0,1007.8
201808070500,114,25.3,48.5,0.6,0.0,0.0,72.8,991.1,1007.9
201808070600,114,25.1,267.2,0.4,0.0,0.0,76.8,991.7,1008.5
201808070700,114,25.7,32.7,1.0,0.0,0.0,73.1,991.9,1008.7
201808070800,114,26.4,40.3,0.4,0.0,0.0,69.3,991.9,1008.6
201808070900,114,28.1,19.4,1.8,0.0,0.0,63.5,991.6,1008.2
201808071000,114,29.0,19.1,0.8,0.0,0.0,59.9,991.5,1008.0
201808071100,114,30.2,268.5,1.0,0.0,0.0,56.9,991.4,1007.9
201808071200,114,30.6,317.3,1.2,0.0,0.0,57.1,991.3,1007.8
201808071300,114,31.1,274.7,1.4,0.0,0.0,57.2,990.8,1007.3
201808071400,114,32.0,182.8,1.6,0.0,0.0,53.3,990.1,1006.5
201808071500,114,33.0,226.6,0.8,0.0,0.0,51.5,989.0,1005.3
201808071600,114,33.9,269.3,1.8,0.0,0.0,42.6,988.5,1004.8
201808071700,114,33.9,289.1,0.9,0.0,0.0,44.2,988.3,1004.5
201808071800,114,33.7,279.1,1.2,0.0,0.0,46.6,988.4,1004.7
201808071900,114,32.5,292.1,1.4,0.0,0.0,51.5,988.9,1005.2
201808072000,114,31.3,228.2,1.1,0.0,0.0,56.8,989.4,1005.8
201808072100,114,30.0,111.5,0.7,0.0,0.0,60.3,990.0,1006.5
201808072200,114,29.0,260.1,0.3,0.0,0.0,65.9,989.7,1006.2
201808072300,114,28.4,350.4,0.2,0.0,0.0,68.2,989.5,1006.0
201808080000,114,28.3,287.7,0.8,0.0,0.0,69.3,989.5,1006.0
201808080100,114,27.9,314.5,0.5,0.0,0.0,72.4,989.5,1006.1
201808080200,114,27.4,36.1,1.0,0.0,0.0,76.1,990.0,1006.6
201808080300,114,27.6,23.9,0.3,0.0,0.0,74.8,990.1,1006.7
201808080400,114,27.4,24.0,0.9,0.0,0.0,75.9,990.2,1006.8
201808080500,114,26.8,204.7,0.3,0.0,0.0,78.9,990.3,1007.0
201808080600,114,26.8,105.5,0.0,0.0,0.0,76.8,990.5,1007.2
201808080700,114,27.2,290.5,0.5,0.0,0.0,75.5,990.6,1007.2
201808080800,114,28.0,0.0,0.0,0.0,0.0,73.3,990.8,1007.4
201808080900,114,29.5,326.3,1.2,0.0,0.0,65.8,990.9,1007.4
201808081000,114,30.0,316.1,1.1,0.0,0.0,61.6,991.0,1007.5
201808081100,114,31.9,307.3,1.0,0.0,0.0,54.2,990.7,1007.1
201808081200,114,32.4,278.3,1.6,0.0,0.0,50.1,990.0,1006.4
201808081300,114,33.5,263.6,1.6,0.0,0.0,48.6,989.3,1005.6
201808081400,114,34.3,309.1,1.9,0.0,0.0,42.7,988.9,1005.1
201808081500,114,33.7,239.6,2.6,0.0,0.0,47.7,988.7,1005.0
201808081600,114,30.0,105.4,1.2,1.0,1.0,64.4,989.1,1005.6
201808081700,114,31.8,129.9,1.4,1.0,0.0,60.1,988.3,1004.7
201808081800,114,27.3,26.8,3.8,3.4,2.4,79.8,988.5,1005.1
201808081900,114,28.5,43.5,0.4,3.6,0.2,78.9,988.6,1005.1
201808082000,114,27.7,53.5,1.0,3.6,0.0,80.4,989.0,1005.6
201808082100,114,27.7,85.0,0.6,3.6,0.0,79.6,989.3,1005.9
201808082200,114,27.5,71.6,0.3,3.6,0.0,77.8,989.1,1005.7
201808082300,114,27.2,40.1,1.0,3.6,0.0,78.7,989.1,1005.7
201808090000,114,27.1,62.1,0.8,3.6,0.0,79.2,988.8,1005.4
201808090100,114,26.6,113.6,0.4,0.0,0.0,81.0,988.2,1004.8
201808090200,114,26.3,67.6,0.6,0.0,0.0,86.0,988.7,1005.4
201808090300,114,26.1,19.3,0.1,0.0,0.0,85.7,988.3,1005.0
201808090400,114,25.9,101.2,1.1,0.0,0.0,81.6,988.3,1005.0
201808090500,114,25.8,330.8,0.2,0.0,0.0,83.6,988.4,1005.1
201808090600,114,25.7,43.2,0.3,0.0,0.0,85.9,988.7,1005.4
201808090700,114,26.2,83.5,0.5,0.0,0.0,85.6,988.8,1005.5
201808090800,114,26.7,46.8,0.6,0.0,0.0,82.0,989.0,1005.6
201808090900,114,27.5,41.2,1.0,0.0,0.0,77.2,988.9,1005.5
201808091000,114,29.0,325.7,0.5,0.0,0.0,71.1,988.7,1005.2
201808091100,114,29.4,242.1,1.7,0.0,0.0,66.6,988.3,1004.7
201808091200,114,31.3,268.7,1.5,0.0,0.0,58.1,987.7,1004.1
201808091300,114,32.0,285.9,1.5,0.0,0.0,51.0,987.2,1003.5
201808091400,114,32.9,255.3,2.2,0.0,0.0,48.4,986.6,1002.9
201808091500,114,32.4,231.7,2.0,0.0,0.0,51.5,986.4,1002.7
201808091600,114,32.6,206.6,2.0,0.0,0.0,51.7,985.8,1002.1
201808091700,114,31.2,235.6,2.7,0.0,0.0,57.6,985.5,1001.9
201808091800,114,29.2,252.7,2.5,0.0,0.0,66.1,985.7,1002.1
201808091900,114,26.8,64.6,1.4,0.2,0.2,82.2,986.3,1002.9
201808092000,114,27.3,266.9,0.4,0.2,0.0,77.7,986.7,1003.3
201808092100,114,26.9,33.5,1.8,0.2,0.0,81.4,987.0,1003.6
201808092200,114,25.9,48.4,1.0,0.4,0.2,87.0,987.0,1003.7
201808092300,114,25.9,63.3,0.1,0.4,0.0,88.6,987.0,1003.7
201808100000,114,26.0,32.5,1.1,0.4,0.0,88.6,987.0,1003.7
201808100100,114,25.6,57.1,0.6,0.0,0.0,88.5,986.7,1003.4
201808100200,114,25.7,29.1,0.7,0.0,0.0,88.2,986.8,1003.5
201808100300,114,25.5,29.7,0.9,0.0,0.0,88.3,986.7,1003.4
201808100400,114,25.5,23.7,1.6,0.0,0.0,87.1,986.8,1003.5
201808100500,114,25.2,27.4,1.1,0.0,0.0,88.2,986.7,1003.4
201808100600,114,25.0,24.2,0.9,0.0,0.0,87.1,987.2,1004.0
201808100700,114,25.1,29.7,0.8,0.0,0.0,85.5,987.3,1004.0
201808100800,114,26.6,24.4,1.7,0.0,0.0,77.4,987.6,1004.2
201808100900,114,28.2,320.7,1.1,0.0,0.0,70.2,987.3,1003.8
201808101000,114,29.5,24.5,1.2,0.0,0.0,63.4,987.4,1003.8
201808101100,114,31.1,87.4,1.3,0.0,0.0,55.9,987.0,1003.4
201808101200,114,31.9,29.2,1.5,0.0,0.0,50.1,986.6,1002.9
201808101300,114,33.0,315.5,1.1,0.0,0.0,47.1,985.8,1002.1
201808101400,114,33.2,329.9,1.2,0.0,0.0,45.6,985.4,1001.6
201808101500,114,32.6,302.4,1.3,0.0,0.0,45.2,984.9,1001.2
201808101600,114,33.4,262.0,1.9,0.0,0.0,44.6,984.7,1000.9
