YYMMDDHHMI(KST),STN(ID),TA(C),WD(deg),WS(m/s),RN_DAY(mm),RN_HR1(mm),HM(%),PA(hPa),PS(hPa)
201209211500,114,23.0,237.2,1.9,0.0,0.0,57.5,997.5,1014.5
201209211600,114,23.3,229.1,1.3,0.0,0.0,54.1,997.4,1014.3
201209211700,114,22.6,271.7,1.3,0.0,0.0,56.5,997.5,1014.5
201209211800,114,22.3,212.2,0.8,0.0,0.0,59.0,997.5,1014.5
201209211900,114,21.1,250.5,0.9,0.0,0.0,68.3,997.5,1014.6
201209212000,114,19.6,275.7,0.5,0.0,0.0,74.8,997.7,1014.8
201209212100,114,18.9,65.4,0.5,0.0,0.0,78.9,997.9,1015.1
201209212200,114,18.3,92.4,0.8,0.0,0.0,80.9,997.8,1015.1
201209212300,114,18.0,300.9,0.9,0.0,0.0,82.9,997.9,1015.2
201209220000,114,17.7,219.0,0.7,0.0,0.0,83.9,998.1,1015.4
201209220100,114,17.0,137.7,0.4,0.0,0.0,87.6,998.3,1015.7
201209220200,114,16.8,51.1,0.5,0.0,0.0,88.2,998.2,1015.6
201209220300,114,16.3,245.4,0.3,0.0,0.0,90.6,998.1,1015.6
201209220400,114,15.8,289.7,0.3,0.0,0.0,92.1,997.8,1015.3
201209220500,114,16.1,25.4,0.4,0.0,0.0,92.3,997.7,1015.2
201209220600,114,15.9,120.3,0.7,0.0,0.0,91.2,997.9,1015.4
201209220700,114,15.7,102.8,0.9,0.0,0.0,91.7,997.8,1015.3
201209220800,114,16.1,84.4,1.0,0.0,0.0,91.4,997.9,1015.4
201209220900,114,16.4,347.0,0.5,0.0,0.0,92.9,997.8,1015.3
201209221000,114,17.2,310.7,0.9,0.0,0.0,89.6,997.7,1015.1
201209221100,114,19.1,11.3,1.6,0.0,0.0,79.2,997.2,1014.4
201209221200,114,21.5,249.6,1.0,0.0,0.0,68.1,996.5,1013.6
201209221300,114,23.5,261.0,1.8,0.0,0.0,57.2,995.4,1012.3
201209221400,114,24.3,189.7,1.9,0.0,0.0,47.8,994.6,1011.4
201209221500,114,25.3,265.3,2.1,0.0,0.0,42.2,994.1,1010.9
201209221600,114,25.3,246.6,2.6,0.0,0.0,50.3,994.1,1010.9
201209221700,114,22.8,203.6,1.8,0.5,0.5,61.4,994.1,1011.0
201209221800,114,19.7,78.8,2.5,1.5,1.0,82.1,994.5,1011.7
201209221900,114,19.5,65.0,0.9,2.0,0.5,85.4,994.4,1011.5
201209222000,114,19.3,86.6,0.9,2.0,0.0,83.7,994.9,1012.0
201209222100,114,19.1,14.3,1.0,2.0,0.0,78.8,995.3,1012.4
201209222200,114,18.4,86.1,0.8,2.0,0.0,85.3,995.2,1012.4
201209222300,114,17.7,58.4,0.6,2.0,0.0,84.1,995.2,1012.5
201209230000,114,17.3,28.9,1.0,2.0,0.0,81.4,995.2,1012.5
201209230100,114,16.9,33.3,1.3,0.0,0.0,84.7,995.0,1012.4
201209230200,114,15.6,112.7,0.2,0.0,0.0,90.8,994.7,1012.2
201209230300,114,15.0,20.8,1.1,0.0,0.0,87.0,994.7,1012.2
201209230400,114,14.0,29.0,0.1,0.0,0.0,89.8,994.5,1012.0
201209230500,114,13.9,345.2,1.2,0.0,0.0,89.9,994.8,1012.4
201209230600,114,13.1,26.1,1.3,0.0,0.0,89.8,995.3,1012.9
201209230700,114,13.3,60.9,0.1,0.0,0.0,89.0,995.7,1013.3
201209230800,114,15.3,52.6,1.0,0.0,0.0,80.0,996.0,1013.5
201209230900,114,17.0,313.2,0.5,0.0,0.0,74.7,996.1,1013.5
201209231000,114,19.1,38.5,0.8,0.0,0.0,60.1,996.0,1013.2
201209231100,114,21.4,321.3,1.5,0.0,0.0,53.6,995.4,1012.5
201209231200,114,23.3,140.4,1.3,0.0,0.0,48.9,994.7,1011.6
201209231300,114,24.1,20.9,1.5,0.0,0.0,38.7,994.1,1010.9
201209231400,114,25.1,298.2,1.3,0.0,0.0,33.9,993.5,1010.4
201209231500,114,25.1,351.1,2.0,0.0,0.0,31.9,993.3,1010.2
201209231600,114,25.7,334.3,1.9,0.0,0.0,34.2,993.1,1009.9
201209231700,114,24.4,71.4,2.0,0.0,0.0,39.9,993.3,1010.1
201209231800,114,23.0,99.8,1.4,0.0,0.0,50.3,993.4,1010.3
201209231900,114,20.5,93.7,1.2,0.0,0.0,62.0,993.7,1010.8
201209232000,114,19.2,85.6,0.7,0.0,0.0,67.5,994.5,1011.6
201209232100,114,18.2,108.9,0.9,0.0,0.0,70.3,995.6,1012.8
201209232200,114,17.4,99.7,0.9,0.0,0.0,72.2,996.1,1013.4
201209232300,114,16.1,98.4,0.7,0.0,0.0,77.1,996.3,1013.8
201209240000,114,15.5,41.0,0.7,0.0,0.0,82.4,996.3,1013.8
201209240100,114,14.8,35.2,0.6,0.0,0.0,83.9,996.4,1014.0
201209240200,114,14.1,32.9,1.3,0.0,0.0,85.3,996.4,1014.0
201209240300,114,13.5,353.9,0.5,0.0,0.0,84.9,996.4,1014.0
201209240400,114,12.7,131.0,0.2,0.0,0.0,87.1,996.6,1014.3
201209240500,114,12.6,54.2,0.5,0.0,0.0,85.7,997.1,1014.8
201209240600,114,12.2,32.8,1.1,0.0,0.0,87.9,997.5,1015.2
201209240700,114,12.0,31.2,0.8,0.0,0.0,87.0,997.8,1015.6
201209240800,114,13.9,21.9,1.2,0.0,0.0,76.2,998.1,1015.7
201209240900,114,16.6,49.1,1.1,0.0,0.0,67.7,998.4,1015.8
201209241000,114,18.4,31.6,1.7,0.0,0.0,56.3,998.7,1016.0
201209241100,114,21.0,263.8,1.1,0.0,0.0,46.3,998.3,1015.5
201209241200,114,23.6,247.3,1.2,0.0,0.0,37.6,997.8,1014.7
201209241300,114,24.6,47.4,1.3,0.0,0.0,34.4,997.2,1014.0
201209241400,114,25.5,248.9,2.1,0.0,0.0,31.0,996.9,1013.8
201209241500,114,26.6,306.1,1.7,0.0,0.0,23.1,997.0,1013.8
201209241600,114,25.6,28.8,1.4,0.0,0.0,24.3,996.9,1013.8
201209241700,114,25.3,83.1,1.0,0.0,0.0,27.7,997.3,1014.2
201209241800,114,23.0,182.4,1.0,0.0,0.0,43.1,997.5,1014.5
201209241900,114,19.7,97.6,0.9,0.0,0.0,53.0,997.8,1015.1
201209242000,114,18.4,122.0,0.6,0.0,0.0,58.5,998.6,1015.9
201209242100,114,18.0,76.2,0.6,0.0,0.0,62.0,999.9,1017.2
201209242200,114,17.1,97.1,1.1,0.0,0.0,68.4,1000.3,1017.7
201209242300,114,16.1,134.3,0.7,0.0,0.0,75.3,1001.0,1018.5
201209250000,114,15.4,302.3,1.2,0.0,0.0,78.0,1000.6,1018.2
201209250100,114,15.1,41.8,1.6,0.0,0.0,79.6,1000.8,1018.4
201209250200,114,14.7,27.7,1.1,0.0,0.0,80.1,1001.6,1019.3
201209250300,114,13.7,285.8,0.4,0.0,0.0,84.2,1002.0,1019.7
201209250400,114,13.4,46.3,0.6,0.0,0.0,86.9,1002.2,1019.9
201209250500,114,12.6,31.1,0.2,0.0,0.0,88.4,1002.7,1020.5
201209250600,114,12.3,19.5,0.6,0.0,0.0,87.5,1003.1,1020.9
201209250700,114,12.4,24.7,0.5,0.0,0.0,86.6,1003.5,1021.3
201209250800,114,14.4,322.7,0.8,0.0,0.0,76.4,1003.6,1021.3
201209250900,114,16.0,28.7,1.0,0.0,0.0,70.9,1003.8,1021.4
201209251000,114,19.3,40.4,1.2,0.0,0.0,57.2,1004.5,1021.8
201209251100,114,21.6,41.4,0.9,0.0,0.0,48.5,1004.5,1021.7
201209251200,114,23.8,339.8,0.8,0.0,0.0,40.0,1003.9,1020.9
201209251300,114,25.2,252.1,1.6,0.0,0.0,36.9,1003.6,1020.6
201209251400,114,25.5,-99.0,-99.0,0.0,0.0,34.9,1002.5,1019.5
201209251500,114,26.7,274.2,0.8,0.0,0.0,33.8,1002.0,1018.9
201209251600,114,26.2,243.9,1.2,0.0,0.0,33.8,1002.0,1018.9
201209251700,114,25.2,274.8,1.7,0.0,0.0,39.3,1002.2,1019.2
201209251800,114,23.6,226.3,1.3,0.0,0.0,47.3,1002.8,1019.8
201209251900,114,20.2,81.9,1.3,0.0,0.0,59.8,1003.3,1020.6
201209252000,114,20.0,102.1,1.2,0.0,0.0,60.9,1004.0,1021.4
201209252100,114,18.8,287.7,0.7,0.0,0.0,66.2,1004.2,1021.5
201209252200,114,18.5,100.8,0.1,0.0,0.0,68.4,1004.9,1022.3
201209252300,114,17.4,4.2,0.5,0.0,0.0,73.9,1004.7,1022.2
201209260000,114,16.6,259.2,0.5,0.0,0.0,85.4,1004.2,1021.7
201209260100,114,15.9,18.3,0.7,0.0,0.0,87.9,1004.4,1022.0
201209260200,114,15.4,298.1,0.5,0.0,0.0,88.5,1004.3,1022.0
201209260300,114,14.8,294.4,1.0,0.0,0.0,88.4,1004.5,1022.2
201209260400,114,14.5,132.0,0.6,0.0,0.0,90.0,1004.7,1022.4
201209260500,114,14.2,87.5,0.6,0.0,0.0,91.0,1005.0,1022.7
201209260600,114,13.8,312.2,0.4,0.0,0.0,90.5,1005.0,1022.7
201209260700,114,13.5,3.7,0.6,0.0,0.0,93.4,1005.7,1023.5
201209260800,114,14.8,51.8,0.7,0.0,0.0,93.2,1005.7,1023.5
201209260900,114,17.6,270.5,0.8,0.0,0.0,78.6,1005.5,1023.0
201209261000,114,18.9,338.3,0.9,0.0,0.0,70.7,1005.7,1023.0
201209261100,114,21.6,7.3,1.3,0.0,0.0,57.4,1005.6,1022.8
201209261200,114,22.4,51.6,1.5,0.0,0.0,51.8,1005.0,1022.1
201209261300,114,23.5,183.3,1.5,0.0,0.0,49.0,1004.1,1021.1
201209261400,114,24.0,166.0,0.9,0.0,0.0,41.5,1003.2,1020.2
201209261500,114,24.6,309.2,0.2,0.0,0.0,42.3,1002.8,1019.7
201209261600,114,24.5,277.3,0.9,0.0,0.0,46.7,1002.3,1019.2
201209261700,114,23.7,288.6,0.9,0.0,0.0,50.6,1002.5,1019.5
201209261800,114,22.0,253.6,1.2,0.0,0.0,62.2,1002.9,1020.0
201209261900,114,20.2,96.8,0.9,0.0,0.0,65.9,1003.2,1020.5
201209262000,114,19.1,82.0,1.3,0.0,0.0,69.6,1003.4,1020.7
201209262100,114,18.7,91.4,1.0,0.0,0.0,75.5,1003.5,1020.8
201209262200,114,18.1,108.1,1.3,0.0,0.0,78.1,1004.0,1021.4
201209262300,114,17.9,94.6,0.3,0.0,0.0,76.6,1003.4,1020.8
201209270000,114,17.7,70.1,1.0,0.0,0.0,79.4,1003.4,1020.8
201209270100,114,17.4,305.7,0.2,0.0,0.0,83.3,1003.2,1020.6
201209270200,114,17.0,286.9,0.9,0.0,0.0,84.7,1002.9,1020.4
201209270300,114,16.7,8.3,1.9,0.0,0.0,83.5,1002.6,1020.1
201209270400,114,16.3,296.9,0.4,0.0,0.0,85.5,1002.5,1020.0
201209270500,114,16.1,304.0,0.2,0.0,0.0,86.2,1002.8,1020.4
201209270600,114,16.3,336.5,1.3,0.0,0.0,84.9,1003.1,1020.7
201209270700,114,15.9,332.5,0.9,0.0,0.0,85.0,1003.4,1021.0
201209270800,114,15.9,350.8,2.6,0.0,0.0,83.3,1002.9,1020.5
201209270900,114,16.9,208.9,0.7,0.0,0.0,76.1,1004.2,1021.7
201209271000,114,17.9,24.0,0.9,0.0,0.0,69.2,1004.0,1021.4
201209271100,114,17.7,346.6,2.1,0.0,0.0,72.1,1003.6,1021.0
201209271200,114,18.3,11.5,2.7,0.0,0.0,65.5,1002.3,1019.6
201209271300,114,19.5,359.5,1.4,0.0,0.0,53.2,1002.2,1019.4
201209271400,114,20.4,13.3,2.7,0.0,0.0,45.8,1001.1,1018.4
201209271500,114,21.4,3.4,1.2,0.0,0.0,45.7,1000.8,1018.0
201209271600,114,21.1,12.5,1.5,0.0,0.0,49.3,1000.5,1017.7
201209271700,114,20.5,33.3,1.5,0.0,0.0,53.0,1000.1,1017.3
201209271800,114,19.8,35.3,0.7,0.0,0.0,56.9,1000.1,1017.4
201209271900,114,18.8,114.3,0.9,0.0,0.0,68.6,1000.2,1017.5
201209272000,114,17.8,95.1,1.2,0.0,0.0,75.7,1000.1,1017.5
201209272100,114,17.1,188.7,0.3,0.0,0.0,80.6,999.8,1017.2
201209272200,114,16.7,9.9,0.8,0.0,0.0,82.9,999.3,1016.8
201209272300,114,16.0,0.0,0.0,0.0,0.0,86.4,999.3,1016.8
201209280000,114,15.3,87.5,0.6,0.0,0.0,87.9,999.1,1016.7
201209280100,114,14.6,34.6,1.8,0.0,0.0,90.3,999.3,1016.9
201209280200,114,14.4,26.0,0.5,0.0,0.0,91.1,999.0,1016.6
201209280300,114,14.1,27.8,1.3,0.0,0.0,90.0,998.1,1015.7
201209280400,114,13.7,39.0,0.2,0.0,0.0,90.5,998.0,1015.6
201209280500,114,13.3,285.6,0.7,0.0,0.0,91.7,997.6,1015.3
201209280600,114,12.9,75.9,0.2,0.0,0.0,91.9,997.4,1015.1
201209280700,114,13.2,252.5,0.2,0.0,0.0,92.0,997.2,1014.9
201209280800,114,14.6,84.8,0.6,0.0,0.0,87.1,996.8,1014.3
201209280900,114,18.2,22.6,0.6,0.0,0.0,72.0,996.3,1013.5
201209281000,114,19.2,345.3,1.2,0.0,0.0,68.4,996.1,1013.2
201209281100,114,21.5,275.4,1.6,0.0,0.0,63.4,995.5,1012.6
201209281200,114,22.7,184.1,3.6,0.0,0.0,49.2,994.7,1011.6
201209281300,114,23.5,233.3,3.0,0.0,0.0,49.6,994.0,1010.9
201209281400,114,24.1,213.3,2.3,0.0,0.0,41.5,993.2,1010.0
201209281500,114,23.9,208.6,3.1,0.0,0.0,39.0,992.5,1009.3
201209281600,114,22.5,221.9,1.8,0.0,0.0,48.5,992.2,1009.1
201209281700,114,17.8,213.6,2.2,6.5,6.5,90.8,993.0,1010.2
201209281800,114,17.7,203.6,1.8,7.5,1.0,89.7,993.0,1010.2
201209281900,114,17.5,240.8,2.1,8.0,0.5,87.8,993.5,1010.8
201209282000,114,17.3,240.5,1.1,8.0,0.0,87.0,994.1,1011.4
201209282100,114,16.3,213.1,0.5,8.0,0.0,89.9,993.9,1011.3
201209282200,114,15.8,81.7,0.9,8.0,0.0,88.1,994.2,1011.7
201209282300,114,14.8,105.3,1.0,8.0,0.0,88.8,994.4,1012.0
201209290000,114,15.9,222.1,2.0,8.0,0.0,82.1,994.2,1011.6
201209290100,114,15.4,220.5,2.2,0.0,0.0,81.2,994.2,1011.7
201209290200,114,14.9,258.4,0.9,0.0,0.0,83.9,993.8,1011.3
201209290300,114,14.7,141.2,0.5,0.0,0.0,86.7,993.4,1011.0
201209290400,114,14.9,225.8,1.1,0.0,0.0,79.8,993.3,1010.8
201209290500,114,14.8,216.6,0.9,0.0,0.0,78.7,993.1,1010.6
201209290600,114,14.5,194.7,0.6,0.0,0.0,79.4,993.0,1010.5
201209290700,114,14.6,227.6,2.0,0.0,0.0,77.1,993.2,1010.7
201209290800,114,15.3,221.6,2.1,0.0,0.0,73.8,993.0,1010.5
201209290900,114,15.4,224.9,2.2,0.0,0.0,74.2,993.5,1011.0
201209291000,114,16.3,227.5,1.6,0.0,0.0,65.1,993.6,1011.0
201209291100,114,16.4,247.7,3.2,0.0,0.0,61.2,993.7,1011.1
201209291200,114,17.6,282.8,3.5,0.0,0.0,49.9,993.2,1010.5
201209291300,114,18.3,272.7,3.4,0.0,0.0,44.5,992.9,1010.1
201209291400,114,18.3,270.1,2.9,0.0,0.0,44.3,992.4,1009.6
201209291500,114,18.4,226.2,2.7,0.0,0.0,43.3,992.2,1009.4
201209291600,114,18.5,225.5,2.1,0.0,0.0,43.0,992.3,1009.4
201209291700,114,18.0,303.5,2.5,0.0,0.0,45.5,992.4,1009.6
201209291800,114,16.9,284.7,1.5,0.0,0.0,49.8,993.0,1010.3
201209291900,114,15.5,251.5,0.8,0.0,0.0,57.3,993.3,1010.8
201209292000,114,13.4,68.4,0.6,0.0,0.0,76.9,993.5,1011.1
201209292100,114,12.4,118.0,0.3,0.0,0.0,80.7,993.9,1011.6
201209292200,114,11.9,156.3,0.3,0.0,0.0,80.9,994.1,1011.8
201209292300,114,11.4,90.9,0.6,0.0,0.0,83.1,994.4,1012.2
201209300000,114,10.8,50.3,0.9,0.0,0.0,85.3,994.2,1012.0
201209300100,114,10.3,331.0,0.6,0.0,0.0,88.5,994.0,1011.8
201209300200,114,9.8,22.0,1.0,0.0,0.0,89.3,993.8,1011.7
201209300300,114,9.3,104.4,0.8,0.0,0.0,90.1,993.3,1011.1
201209300400,114,9.1,44.4,0.9,0.0,0.0,91.2,993.2,1011.1
201209300500,114,8.5,29.2,1.7,0.0,0.0,91.2,993.4,1011.3
201209300600,114,7.9,35.5,0.8,0.0,0.0,93.0,993.7,1011.7
201209300700,114,8.3,200.5,0.3,-99.0,-99.0,93.6,993.9,1011.8
201209300800,114,8.8,17.5,1.4,-99.0,-99.0,93.4,994.4,1012.3
201209300900,114,10.4,17.7,0.6,-99.0,-99.0,88.4,994.6,1012.5
201209301000,114,14.0,15.3,0.7,-99.0,-99.0,72.4,994.4,1011.9
201209301100,114,16.6,35.1,1.4,-99.0,-99.0,62.8,994.0,1011.4
201209301200,114,18.7,271.2,1.6,-99.0,-99.0,48.3,993.3,1010.4
201209301300,114,19.5,3.3,1.7,-99.0,-99.0,43.9,992.5,1009.6
201209301400,114,20.4,270.4,1.8,-99.0,-99.0,43.1,991.7,1008.8
201209301500,114,20.6,254.5,2.2,-99.0,-99.0,42.8,991.2,1008.3
201209301600,114,20.7,235.8,2.7,-99.0,-99.0,44.2,991.4,1008.5
201209301700,114,19.7,234.1,2.1,-99.0,-99.0,49.1,991.6,1008.8
201209301800,114,18.6,230.2,1.5,-99.0,-99.0,53.5,991.9,1009.0
201209301900,114,17.0,167.0,1.1,-99.0,-99.0,62.3,992.5,1009.8
201209302000,114,15.3,94.7,0.4,-99.0,-99.0,72.5,993.0,1010.5
201209302100,114,14.3,263.0,0.1,-99.0,-99.0,76.2,993.6,1011.1
201209302200,114,13.8,59.6,0.4,-99.0,-99.0,80.6,994.3,1011.9
201209302300,114,13.1,34.8,0.2,-99.0,-99.0,85.5,994.7,1012.3
201306010000,114,19.0,234.6,0.4,0.0,0.0,62.4,990.7,1007.8
201306010100,114,18.4,29.1,0.8,0.0,0.0,75.1,990.4,1007.5
201306010200,114,18.0,41.5,1.1,0.0,0.0,76.9,990.3,1007.5
201306010300,114,17.1,90.4,0.3,0.0,0.0,75.6,990.0,1007.2
201306010400,114,16.8,76.9,0.6,0.0,0.0,83.3,989.9,1007.2
201306010500,114,16.2,31.5,0.7,0.0,0.0,86.4,990.2,1007.5
201306010600,114,16.3,66.7,0.2,0.0,0.0,84.6,990.5,1007.8
201306010700,114,16.7,33.7,1.1,0.0,0.0,84.3,990.6,1007.9
201306010800,114,18.4,32.9,0.5,0.0,0.0,75.6,990.8,1007.9
201306010900,114,18.8,12.1,0.8,0.0,0.0,71.1,990.7,1007.8
201306011000,114,20.4,9.1,1.3,0.0,0.0,66.2,990.5,1007.6
201306011100,114,21.9,354.6,0.9,0.0,0.0,58.5,990.6,1007.5
201306011200,114,23.0,278.1,1.0,0.0,0.0,53.5,990.5,1007.3
201306011300,114,23.9,242.7,0.8,0.0,0.0,48.1,990.3,1007.1
201306011400,114,24.7,231.1,1.7,0.0,0.0,46.3,989.8,1006.6
201306011500,114,25.7,195.0,1.7,0.0,0.0,37.3,989.1,1005.8
201306011600,114,27.0,218.6,1.6,0.0,0.0,38.4,988.6,1005.2
201306011700,114,26.4,235.0,2.0,0.0,0.0,41.5,988.3,1005.0
201306011800,114,26.4,230.0,1.6,0.0,0.0,37.6,988.1,1004.8
201306011900,114,25.1,242.3,1.2,0.0,0.0,40.6,988.3,1005.1
201306012000,114,22.2,98.2,0.8,0.0,0.0,56.9,988.7,1005.6
201306012100,114,20.3,92.3,0.5,0.0,0.0,61.6,989.3,1006.4
201306012200,114,18.8,104.3,0.6,0.0,0.0,65.4,989.8,1006.9
201306012300,114,17.5,92.8,0.7,0.0,0.0,69.1,989.9,1007.1
201306020000,114,17.1,86.9,0.5,0.0,0.0,71.2,990.0,1007.2
201306020100,114,16.2,96.3,0.7,0.0,0.0,76.1,990.0,1007.3
201306020200,114,14.9,151.4,0.4,0.0,0.0,79.5,990.1,1007.6
201306020300,114,14.8,342.5,0.9,0.0,0.0,81.9,990.3,1007.8
201306020400,114,14.4,25.9,1.2,0.0,0.0,91.8,990.3,1007.7
201306020500,114,13.6,290.5,0.9,0.0,0.0,93.4,990.4,1007.9
201306020600,114,14.0,50.1,0.7,0.0,0.0,91.6,990.6,1008.1
201306020700,114,15.5,39.6,0.8,0.0,0.0,84.3,990.9,1008.3
201306020800,114,18.6,24.1,0.6,0.0,0.0,71.8,991.0,1008.1
201306020900,114,20.5,330.8,1.1,0.0,0.0,64.4,990.9,1008.0
201306021000,114,22.8,325.2,1.3,0.0,0.0,56.9,990.5,1007.4
201306021100,114,24.8,155.8,0.7,0.0,0.0,51.2,989.6,1006.4
201306021200,114,26.9,327.5,1.3,0.0,0.0,40.0,989.4,1006.0
201306021300,114,28.6,57.1,1.4,0.0,0.0,39.1,988.7,1005.2
201306021400,114,29.5,300.0,2.2,0.0,0.0,31.2,988.2,1004.6
201306021500,114,29.8,255.2,2.4,0.0,0.0,33.4,988.0,1004.5
201306021600,114,30.0,270.5,2.6,0.0,0.0,31.8,987.9,1004.4
201306021700,114,29.2,210.8,2.8,0.0,0.0,36.2,987.9,1004.3
201306021800,114,28.4,224.7,2.6,0.0,0.0,36.8,988.2,1004.7
201306021900,114,27.4,277.2,1.5,0.0,0.0,43.3,988.7,1005.3
201306022000,114,25.2,41.8,1.8,0.0,0.0,40.3,989.5,1006.3
201306022100,114,24.2,12.1,2.9,0.0,0.0,42.5,990.4,1007.1
201306022200,114,22.8,48.4,1.0,0.0,0.0,47.1,991.1,1008.0
201306022300,114,22.1,32.7,2.0,0.0,0.0,50.0,991.6,1008.5
201306030000,114,21.0,8.3,2.4,0.0,0.0,53.0,991.8,1008.9
201306030100,114,19.7,13.6,2.6,0.0,0.0,57.5,991.8,1009.0
201306030200,114,19.1,328.3,1.2,0.0,0.0,60.7,991.6,1008.7
201306030300,114,17.4,11.3,0.7,0.0,0.0,69.2,992.0,1009.3
201306030400,114,16.7,22.8,0.6,0.0,0.0,74.3,992.1,1009.4
201306030500,114,16.3,5.8,1.2,0.0,0.0,72.1,992.8,1010.2
201306030600,114,16.0,35.2,0.6,0.0,0.0,76.7,993.5,1010.9
201306030700,114,17.4,30.9,1.2,0.0,0.0,73.0,993.8,1011.1
201306030800,114,19.3,27.9,2.1,0.0,0.0,63.8,994.5,1011.6
201306030900,114,21.2,29.1,0.9,0.0,0.0,56.3,995.2,1012.3
201306031000,114,23.1,267.8,1.0,0.0,0.0,48.1,994.7,1011.6
201306031100,114,25.4,258.9,1.8,0.0,0.0,44.3,994.4,1011.2
201306031200,114,26.4,312.5,2.3,0.0,0.0,48.5,993.8,1010.6
201306031300,114,27.2,278.7,2.7,0.0,0.0,46.1,993.8,1010.5
201306031400,114,28.5,279.9,2.8,0.0,0.0,46.0,993.1,1009.7
201306031500,114,27.9,253.4,3.4,0.0,0.0,47.4,993.1,1009.7
201306031600,114,28.6,301.9,3.3,0.0,0.0,44.3,993.3,1009.9
201306031700,114,27.9,303.6,2.4,0.0,0.0,49.0,993.4,1010.0
201306031800,114,26.8,263.2,2.1,0.0,0.0,51.5,993.7,1010.4
201306031900,114,26.1,258.2,1.7,0.0,0.0,56.0,994.2,1011.0
201306032000,114,24.8,227.1,2.1,0.0,0.0,55.2,995.2,1012.1
201306032100,114,23.3,235.6,1.3,0.0,0.0,61.6,996.2,1013.1
201306032200,114,22.4,219.5,1.2,0.0,0.0,63.2,996.7,1013.7
201306032300,114,21.1,218.9,0.5,0.0,0.0,68.2,997.0,1014.1
201306040000,114,20.0,94.0,0.3,0.0,0.0,75.2,996.9,1014.1
201306040100,114,19.2,299.0,0.6,0.0,0.0,76.2,996.9,1014.1
201306040200,114,18.8,103.1,0.5,0.0,0.0,80.8,997.0,1014.2
201306040300,114,17.7,218.5,0.3,0.0,0.0,84.3,997.5,1014.8
201306040400,114,17.4,85.4,0.7,0.0,0.0,84.8,998.0,1015.4
201306040500,114,16.9,38.0,1.3,0.0,0.0,89.7,998.9,1016.3
201306040600,114,17.0,121.4,1.3,0.0,0.0,88.7,999.4,1016.8
201306040700,114,18.1,299.0,2.5,0.0,0.0,82.1,999.3,1016.6
201306040800,114,19.8,15.6,0.9,0.0,0.0,78.8,999.3,1016.6
201306040900,114,21.5,322.9,2.9,0.0,0.0,71.0,999.8,1016.9
201306041000,114,22.4,112.8,1.6,0.0,0.0,62.2,999.9,1017.0
201306041100,114,24.9,43.9,0.8,0.0,0.0,57.2,1000.3,1017.3
201306041200,114,25.7,342.9,1.6,0.0,0.0,45.4,1000.0,1016.9
201306041300,114,27.1,339.4,1.5,0.0,0.0,38.4,999.1,1015.9
201306041400,114,28.0,238.6,1.4,0.0,0.0,33.2,998.5,1015.2
201306041500,114,28.2,266.7,1.8,0.0,0.0,37.8,998.3,1015.0
201306041600,114,28.0,255.8,1.6,0.0,0.0,40.4,997.6,1014.3
201306041700,114,28.1,312.6,2.5,0.0,0.0,38.2,997.5,1014.2
201306041800,114,27.6,291.2,2.3,0.0,0.0,39.2,998.1,1014.8
201306041900,114,26.8,340.0,1.1,0.0,0.0,39.2,998.2,1015.0
201306042000,114,24.3,94.0,0.9,0.0,0.0,56.1,998.4,1015.2
201306042100,114,22.4,100.8,1.2,0.0,0.0,58.1,998.8,1015.8
201306042200,114,21.3,31.7,0.4,0.0,0.0,59.6,999.1,1016.3
201306042300,114,20.4,92.2,0.8,0.0,0.0,62.8,999.3,1016.5
201306050000,114,19.8,107.2,1.2,0.0,0.0,66.7,999.6,1016.9
201306050100,114,19.6,32.4,1.6,0.0,0.0,71.4,999.6,1016.8
201306050200,114,18.8,4.2,0.5,0.0,0.0,80.8,999.6,1016.8
201306050300,114,18.2,33.0,1.1,0.0,0.0,83.6,999.5,1016.8
201306050400,114,17.8,29.8,0.7,0.0,0.0,84.2,999.6,1016.9
201306050500,114,17.2,50.2,0.9,0.0,0.0,87.4,999.8,1017.2
201306050600,114,17.4,336.9,0.7,0.0,0.0,85.4,1000.0,1017.4
201306050700,114,18.5,39.0,1.2,0.0,0.0,81.4,1000.5,1017.8
201306050800,114,20.1,16.1,0.3,0.0,0.0,73.9,1001.0,1018.3
201306050900,114,22.3,25.4,1.4,0.0,0.0,66.0,1000.8,1017.9
201306051000,114,24.3,59.3,0.7,0.0,0.0,57.3,1000.8,1017.7
201306051100,114,27.2,226.2,0.8,0.0,0.0,48.8,1000.5,1017.3
201306051200,114,28.9,341.7,1.1,0.0,0.0,43.5,999.5,1016.2
201306051300,114,29.0,262.2,2.8,0.0,0.0,43.7,999.2,1015.8
201306051400,114,29.8,180.0,1.3,0.0,0.0,43.3,998.6,1015.3
201306051500,114,30.4,333.2,2.0,0.0,0.0,39.7,998.5,1015.1
201306051600,114,29.8,236.8,2.0,0.0,0.0,40.1,997.9,1014.6
201306051700,114,29.8,291.3,2.3,0.0,0.0,41.1,997.8,1014.5
201306051800,114,29.1,281.1,1.6,0.0,0.0,36.5,997.5,1014.1
201306051900,114,27.9,271.4,1.3,0.0,0.0,45.8,997.8,1014.5
201306052000,114,25.6,93.6,1.7,0.0,0.0,59.6,997.9,1014.8
201306052100,114,24.5,78.7,0.6,0.0,0.0,60.6,998.3,1015.1
201306052200,114,23.3,269.7,1.3,0.0,0.0,65.1,998.8,1015.8
201306052300,114,22.8,85.4,0.6,0.0,0.0,67.6,998.8,1015.8
